spec	filt	density.perkm2	gen.time.years	mass.g	size.m	trophic.cat	kingdom	area	selfing	rec	wind	U	mod.set	pi.best	pi.full	num.chr	map.length	markers	mapped.markers	good.markers	mb.tot	density.good	prop.good	rec.rate	assembly.bp	placed.bp	placed.ungapped.bp	genome.size.mb	domesticated	pi.avg	selstr.full	selstr.best
agam	q30	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	min	set1	0.0367710575486573	0.037683557037917	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0326996523547358	0.132256747370383	0.110723092163831
agam	q30	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	min	set2	0.0345937609809624	0.0353399991408289	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0326996523547358	0.0747127009135284	0.0547528968379288
agam	q30	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	min	set2	0.0367710575486573	0.0377927726514709	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0326996523547358	0.134764399100971	0.110723092163831
agam	q30	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	min	set2	0.0366631622049246	0.0375473450438127	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0326996523547358	0.129108800726664	0.108106055556125
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	const	set1	0.0322106804591537	0.0294624695143769	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0	0.0640277772934508
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	min	set1	0.0316706038761286	0.0318291281483843	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.052807791539371	0.048066708732116
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	const	set2	0.0322106804591537	0.0326949613513447	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.0778914873069718	0.0640277772934508
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	max	set1	0.0319536029819196	0.029470509974269	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0	0.0564975661335154
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	min	set2	0.0316706038761286	0.032321651964066	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.0672412963990129	0.048066708732116
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	100	max	set2	0.0319536029819196	0.0323360580177949	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.0676568502056265	0.0564975661335154
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	const	set1	0.0346650069916154	0.0344762113822085	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.125533201719416	0.130295799694008
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	const	set2	0.0346650069916154	0.0344705679607248	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.125390036549587	0.130295799694008
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	max	set1	0.0346934856668401	0.0345072535226125	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.126319857229773	0.131009709610697
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	min	set1	0.0337782178654378	0.0345998121182148	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.128657055095014	0.107463208854114
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	min	set2	0.0337782178654378	0.0347107714585616	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.131442462457623	0.107463208854114
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	1000	max	set2	0.0346934856668401	0.034500663229338	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.126152967441867	0.131009709610697
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	const	set1	0.0344842826747561	0.034425268311292	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.124239151554981	0.125737876916481
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	const	set2	0.0344842826747561	0.0344999120743542	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.126133941464289	0.125737876916481
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	max	set1	0.0345026700006716	0.0344595986072271	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.125111626288021	0.126203792817841
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	max	set2	0.0345026700006716	0.0344861217934093	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.125784500650746	0.126203792817841
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	min	set1	0.0336432942606259	0.0343163635780842	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.121459879755488	0.103883765047103
agam	std	NA	0.0383561644	0.00108	0.00292	2	animal	12617174.6041706	no	poly	500	min	set2	0.0336432942606259	0.0344471607761937	2	166.1	85	69	38	198.557964	4.37105263157895	0.447058823529412	0.836531543000713	265011681	230466657	225028590	264.06	no	0.0301483021842445	0.124795730477739	0.103883765047103
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	const	set1	0.00697827388404829	0.00709702484459366	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.123843602724895	0.108933839151095
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	const	set2	0.00697827388404829	0.00708419828998828	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.122257245678907	0.108933839151095
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	max	set1	0.00677699623033224	0.00697547006324553	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.108575671197427	0.0824690603514989
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	max	set2	0.00677699623033224	0.00689966417183795	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.098781684970807	0.0824690603514989
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	min	set1	0.00659239300356187	0.00686797768868354	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.0946237741196009	0.0567759361659038
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	min	set2	0.00659239300356187	0.00677403786739489	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.0820683555460545	0.0567759361659038
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	max	set1	0.00675894752549176	0.00700342965453084	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.112134478970841	0.0800189384872195
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	const	set1	0.00690665699091599	0.007109293471627	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.125355600521012	0.0996941461854154
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	const	set2	0.00690665699091599	0.00698093065366403	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.109272956901894	0.0996941461854154
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	max	set2	0.00675894752549176	0.00684328690574959	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.0913571497365154	0.0800189384872195
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	min	set1	0.00665530311951048	0.00694381071049133	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.104511344208127	0.065691883968096
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	min	set2	0.00665530311951048	0.00676038881670391	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.0802150752265779	0.065691883968096
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	max	set1	0.00678914968439727	0.00704629793524736	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.117536076908334	0.084111559139512
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	const	set1	0.00696348265553001	0.00716497093287262	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.13215227563832	0.10704111336114
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	max	set2	0.00678914968439727	0.00687744395247069	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.0958699536944586	0.084111559139512
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	min	set1	0.00666399206405908	0.00698097889558898	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.109279112254575	0.066910095414549
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	const	set2	0.00696348265553001	0.00701806663753086	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.113986224360106	0.10704111336114
amel	q30	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	min	set2	0.00666399206405908	0.00679949825142189	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00621810371921109	0.0855055050700574	0.066910095414549
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	const	set1	0.0069795812538999	0.00709976441769159	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.123219994206307	0.108122498925096
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	const	set1	0.00691350897921958	0.00711931445416727	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.125627681239204	0.0995988424997778
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	const	set1	0.00697241439287462	0.00717694025496655	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.132648278217205	0.107205748751969
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	const	set2	0.00691350897921958	0.00698870626502441	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.109287005174234	0.0995988424997778
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	min	set1	0.00667240760626176	0.00699347234954282	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.109894030297492	0.0670636665788125
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	const	set2	0.00697241439287462	0.00702937745729658	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.114440571004487	0.107205748751969
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	const	set2	0.0069795812538999	0.00710510276720948	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.123878754293891	0.108122498925096
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	min	set2	0.00667240760626176	0.00681164366347912	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.0861337153244391	0.0670636665788125
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	max	set1	0.00679778349914673	0.00705848148451831	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.118091971916209	0.0842704113688154
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	500	max	set2	0.00679778349914673	0.00688898461358531	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.0963934692201642	0.0842704113688154
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	min	set1	0.00659360577230268	0.00687056147486086	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.0939704840638873	0.055913910803381
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	max	set1	0.00677821684855427	0.00697891040564869	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.108036767137881	0.0816269785459566
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	max	set2	0.00677821684855427	0.00692146235169167	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.100633483073695	0.0816269785459566
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	max	set1	0.00676488787591146	0.00701383889554638	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.112478689633123	0.0798174926973524
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	min	set1	0.00666185128546841	0.00695458972361184	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.104917509922556	0.065585342492406
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	min	set2	0.00666185128546841	0.00676825058353936	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.0802746720966926	0.065585342492406
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	100	min	set2	0.00659360577230268	0.0067982302682964	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.08433059169715	0.055913910803381
amel	std	6	0.0548	0.0987	0.015	1	animal	6879080.97149576	no	piece	1000	max	set2	0.00676488787591146	0.00685102369160209	16	2145	2008	1944	1163	216.959217	1.84436801375752	0.579183266932271	9.88665072477654	250270657	219629612	199724913	249.39	no	0.00622493148727749	0.09138666460781	0.0798174926973524
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	100	const	set1	0.00425288591037021	0.00835057183222202	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.622645192705484	0.259061143196092
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	100	const	set2	0.0035265640577708	0.0202153052854306	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.844121650400293	0.106459326152428
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	100	max	set1	0.00425288591037021	0.0185093224444834	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.829754523213986	0.259061143196092
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	100	max	set2	0.0035265640577708	0.0267709348079075	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.882292925250545	0.106459326152428
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	100	min	set1	0.00971744905072816	0.00974481427131471	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.676635353243934	0.675724728980079
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	100	min	set2	0.00971744905072816	0.00402479639835581	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.21707134655695	0.675724728980079
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	1000	max	set1	0.00434119083623973	0.0049554615831917	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.364110008392482	0.274132710720313
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	1000	const	set1	0.00434119083623973	0.00855236612152772	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.631548932801738	0.274132710720313
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	1000	const	set2	0.0034608795516642	0.00683304115056834	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.538839536436122	0.0895006955581863
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	1000	max	set2	0.0034608795516642	0.00399416278903215	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.211066601191105	0.0895006955581863
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	1000	min	set1	0.00434119083623973	0.00875018820498183	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.639878783092564	0.274132710720313
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	1000	min	set2	0.00876043231279876	0.00872704160545048	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.638923639073852	0.640299894795896
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	500	max	set1	0.00415610739068091	0.0187759860475833	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.832172413392226	0.241807747409797
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	500	const	set1	0.00415610739068091	0.00821542117831383	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.616437385722213	0.241807747409797
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	500	max	set2	0.00346439330447572	0.0237290543048324	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.867203792276482	0.0904241673495491
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	500	min	set1	0.00918096256824003	0.00887470350901074	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.644931414176516	0.65677581178166
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	500	const	set2	0.00346439330447572	0.0186973339245594	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.831466430601206	0.0904241673495491
atha	q30	NA	1	NA	0.135	0	plant	12101555.7554881	yes	piece	500	min	set2	0.00918096256824003	0.00396655000904367	5	422.5	676	667	666	117.260372	0.634384384384384	0.985207100591716	3.6030927822743	119146348	119146348	118960704	156.48	no	0.00315112842454715	0.205574512520294	0.65677581178166
